"GU_ID"	"GU_Name"	"GU_Type"	"AreaKm"	"RelatedGWB"	"dom_section_n"	"dom_well_n"	"avgmax_dom"	"avgmaxsd_dom"	"avgmin_dom"	"avgminsd_dom"	"maxdomestic"	"mindomestic"	"pub_section_n"	"pub_well_n"	"avgmax_pub"	"avgmaxsd_pub"	"maxpublic"	"percent_max"	"comparison"	"public_shallow"	"use_public_as_dom"
"5-26"	"WALKER BASIN CREEK VALLEY"	"Groundwater Basin"	31.0297125889	"5-26"	23	247	379.782608695652	130.306616214408	190.782608695652	101.181186052878	770.702457338876	-112.760949462983	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-27"	"CUMMINGS VALLEY"	"Groundwater Basin"	40.5464035884	"5-27"	23	179	479.652173913043	140.636736664375	212.565217391304	95.554756357026	901.562383906168	-74.0990516797735	9	18	423.111111111111	108.884622932309	749.764979908038	18.3848953665385	"different"	"shallower"	"yes"
"5-28"	"TEHACHAPI VALLEY WEST"	"Groundwater Basin"	72.7351378696	"5-28"	41	778	542.536585365854	225.487926235639	195.390243902439	109.350097862046	1219.00036407277	-132.660049683699	11	14	411.272727272727	136.933626921287	822.073608036588	38.8939118777724	"different"	"shallower"	"yes"
"5-29"	"CASTAC LAKE VALLEY"	"Groundwater Basin"	14.4215329565	"5-29"	7	27	464.285714285714	184.310168181894	308.571428571429	76.6873678056066	1017.2162188314	78.5093251546089	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-3"	"JESS VALLEY"	"Groundwater Basin"	27.1356102322	"5-3"	2	2	180	56.5685424949238	180	56.5685424949238	630	-270	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-30"	"LOWER LAKE VALLEY"	"Groundwater Basin"	9.7361084834	"5-30"	11	123	199.545454545455	97.6415522575954	39.5454545454545	16.5128049486672	492.470111318241	-9.99296030054698	8	16	263.25	190.112560643125	833.587681929374	51.4483716091605	"different"	"deeper"	"no"
"5-31"	"LONG VALLEY"	"Groundwater Basin"	11.3363529443	"5-31"	10	59	186.1	81.8405631565288	81.7	56.1368367869481	431.621689469586	-86.7105103608442	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-35"	"MCCLOUD AREA"	"Groundwater Basin"	86.3374712129	"5-35"	18	191	213.5	115.32320311399	146	85.1372594178158	559.46960934197	-109.411778253447	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-36"	"ROUND VALLEY"	"Groundwater Basin"	29.4054551655	"5-36"	11	20	253.363636363636	119.319967086211	205.636363636364	145.214512172353	611.32353762227	-230.007172880696	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-37"	"TOAD WELL AREA"	"Groundwater Basin"	13.5873011992	"5-37"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-38"	"PONDOSA TOWN AREA"	"Groundwater Basin"	8.42981355957	"5-38"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-4"	"BIG VALLEY"	"Groundwater Basin"	372.581245783	"5-4"	77	243	307.181818181818	187.826958946731	178.935064935065	146.02246922111	870.662695022012	-259.132342728264	5	7	288	75.2994023880668	513.8982071642	51.5346760542614	"different"	"shallower"	"yes"
"5-40"	"HOT SPRINGS VALLEY"	"Groundwater Basin"	9.7331666958	"5-40"	5	81	354.6	126.143965372902	68.8	33.5737993083893	733.031896118707	-31.9213979251678	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-41"	"EGG LAKE VALLEY"	"Groundwater Basin"	16.6016999473	"5-41"	1	1	300	NA	300	NA	750	-150	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-43"	"ROCK PRAIRIE VALLEY"	"Groundwater Basin"	23.2255886213	"5-43"	3	4	559	54.3415126767741	423.333333333333	196.553639837408	722.024538030322	-166.327586178889	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-44"	"LONG VALLEY"	"Groundwater Basin"	4.398741521	"5-44"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-45"	"CAYTON VALLEY"	"Groundwater Basin"	5.28834029687	"5-45"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-46"	"LAKE BRITTON AREA"	"Groundwater Basin"	56.903646624	"5-46"	18	62	205.555555555556	157.748206747418	110.277777777778	79.3605366113526	678.80017579781	-127.80383205628	5	5	200.2	118.575714208264	555.927142624793	19.9028613588934	"different"	"shallower"	"yes"
"5-47"	"GOOSE VALLEY"	"Groundwater Basin"	17.0390483545	"5-47"	3	4	251.333333333333	57.4485276863849	203	73.668174946852	423.678916392488	-18.0045248405561	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-48"	"BURNEY CREEK VALLEY"	"Groundwater Basin"	9.52204170215	"5-48"	9	35	254.888888888889	81.4439138985297	152.222222222222	45.0132696484542	499.220630584478	17.1824132768598	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-49"	"DRY BURNEY CREEK VALLEY"	"Groundwater Basin"	12.4484182197	"5-49"	1	1	410	NA	410	NA	860	-40	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-5"	"FALL RIVER VALLEY"	"Groundwater Basin"	218.981380082	"5-5"	76	511	270.631578947368	151.687383971576	116.618421052632	100.766789119599	725.693730862097	-185.681946306165	6	7	282.666666666667	141.270898159057	706.479361143838	2.6832468541001	"same"	"shallower"	"yes"
"5-50"	"NORTH FORK BATTLE CREEK"	"Groundwater Basin"	51.6451533623	"5-50"	28	352	289.464285714286	172.370076062213	107.964285714286	61.2786484129893	806.574513900925	-75.8716595246821	4	7	332	133.895481626528	733.686444879585	9.4643792152011	"same"	"shallower"	"yes"
"5-51"	"BUTTE CREEK VALLEY"	"Groundwater Basin"	13.0616129893	"5-51"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-52"	"GRAYS VALLEY"	"Groundwater Basin"	22.0183224668	"5-52"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-53"	"DIXIE VALLEY"	"Groundwater Basin"	19.6963609805	"5-53"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-54"	"ASH VALLEY"	"Groundwater Basin"	24.3102725664	"5-54"	2	2	215	21.2132034355964	215	21.2132034355964	665	-235	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-56"	"YELLOW CREEK VALLEY"	"Groundwater Basin"	9.35537852002	"5-56"	2	4	172.5	74.2462120245875	97.5	31.8198051533946	622.5	-352.5	1	1	120	NA	570	8.80503144654088	"same"	"shallower"	"yes"
"5-57"	"LAST CHANCE CREEK VALLEY"	"Groundwater Basin"	18.8462297836	"5-57"	1	2	405	NA	405	NA	855	-45	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-58"	"CLOVER VALLEY"	"Groundwater Basin"	67.8981552172	"5-58"	11	22	165.363636363636	88.8451154845023	146.090909090909	76.1635799387799	431.898982817143	-82.3998307254305	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-59"	"GRIZZLY VALLEY"	"Groundwater Basin"	54.3809928311	"5-59"	6	178	274.5	166.11291340531	113.666666666667	48.9353314760068	772.83874021593	-33.1393277613539	1	1	155	NA	605	24.3626101251336	"different"	"shallower"	"yes"
"5-6"	"REDDING AREA"	"Groundwater Basin"	1579.28815959	"5-6"	563	8624	278.238010657194	136.446201947613	122.470692717584	87.1706130330948	687.576616500032	-139.0411463817	64	115	363.75	162.587900524072	851.513701572215	21.3031143328247	"different"	"deeper"	"no"
"5-60"	"HUMBUG VALLEY"	"Groundwater Basin"	40.3723212368	"5-60"	29	898	511.275862068966	152.378030041764	124.586206896552	85.1672796163021	968.409952194259	-130.915631952354	11	49	646.181818181818	195.205439566534	1231.79813688142	23.9421158384898	"different"	"deeper"	"no"
"5-61"	"CHROME TOWN AREA"	"Groundwater Basin"	5.70303683887	"5-61"	5	7	203	102.68885041717	182.6	88.2258465530368	511.066551251511	-82.0775396591105	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-62"	"ELK CREEK AREA"	"Groundwater Basin"	5.8252903291	"5-62"	6	10	144.166666666667	55.1739672913473	107.166666666667	56.3929664645039	309.688568540709	-62.0122327268451	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-63"	"STONYFORD TOWN AREA"	"Groundwater Basin"	26.0676851416	"5-63"	15	60	137.466666666667	51.196912109265	84.8666666666667	41.5139678157789	291.057402994462	-39.6752367806699	2	6	126	0	576	65.7263512246047	"different"	"deeper"	"no"
"5-64"	"BEAR VALLEY"	"Groundwater Basin"	36.8698157715	"5-64"	2	2	150	42.4264068711929	150	42.4264068711929	600	-300	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-65"	"LITTLE INDIAN VALLEY"	"Groundwater Basin"	5.13733825195	"5-65"	6	55	197.5	110.623234449188	54.1666666666667	21.9765026031593	529.369703347564	-11.7628411428112	1	1	160	NA	610	14.1534914287325	"different"	"deeper"	"no"
"5-66"	"CLEAR LAKE CACHE FORMATION"	"Groundwater Basin"	120.354963573	"5-66"	36	247	225.222222222222	120.096892099935	88.8055555555556	68.0578826942581	585.512898522028	-115.368092527219	6	14	317.166666666667	203.00090311786	926.169376020246	45.0698514145595	"different"	"deeper"	"no"
"5-68"	"POPE VALLEY"	"Groundwater Basin"	29.0672412637	"5-68"	24	93	362.916666666667	160.413031202924	146.708333333333	127.225742256642	844.155760275438	-234.968893436594	1	3	350	NA	800	5.37123809584079	"same"	"shallower"	"yes"
"5-69"	"YOSEMITE VALLEY"	"Groundwater Basin"	30.1692389369	"5-69"	1	1	455	NA	455	NA	905	5	1	1	240	NA	690	26.9592476489028	"different"	"shallower"	"yes"
"5-7"	"LAKE ALMANOR VALLEY"	"Groundwater Basin"	28.9517235796	"5-7"	6	37	83	25.6593063039514	38	10.6957935656967	159.977918911854	5.91261930290975	4	8	321.75	306.797843321407	1242.14352996422	154.361180612395	"different"	"deeper"	"no"
"5-70"	"LOS BANOS CREEK VALLEY"	"Groundwater Basin"	19.5683283662	"5-70"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-71"	"VALLECITOS CREEK VALLEY"	"Groundwater Basin"	61.1378890288	"5-71"	1	1	210	NA	210	NA	660	-240	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-8"	"MOUNTAIN MEADOWS VALLEY"	"Groundwater Basin"	32.9651181074	"5-8"	3	5	234.333333333333	113.38577218211	234.333333333333	113.38577218211	574.490649879663	-105.823983212996	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-82"	"CUDDY CANYON VALLEY"	"Groundwater Basin"	13.3515614653	"5-82"	10	22	338	156.071208818995	256	119.584465732153	806.213626456984	-102.753397196459	3	3	227.666666666667	87.1798906476335	489.206338609567	48.9427824792141	"different"	"shallower"	"yes"
"5-83"	"CUDDY RANCH AREA"	"Groundwater Basin"	17.0070117373	"5-83"	5	25	404	245.112219197656	174.2	176.389342081658	1139.33665759297	-354.968026244973	3	6	330	213.775583264319	971.326749792958	15.9201042868406	"different"	"shallower"	"yes"
"5-84"	"CUDDY VALLEY"	"Groundwater Basin"	14.023410854	"5-84"	4	37	423.75	171.044584830973	235	168.473538970763	936.88375449292	-270.42061691229	3	10	461.666666666667	53.9289656245448	623.453563540301	40.174670865104	"different"	"shallower"	"yes"
"5-85"	"MIL POTRERO AREA"	"Groundwater Basin"	9.34362212451	"5-85"	2	3	275	176.776695296637	275	176.776695296637	725	-175	1	9	405	NA	855	16.4556962025316	"different"	"deeper"	"no"
"5-86"	"JOSEPH CREEK"	"Groundwater Basin"	18.0341941266	"5-86"	12	42	361.25	119.051650364644	171.916666666667	95.2818387095819	718.404951093932	-113.928849462079	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-87"	"MIDDLE FORK FEATHER RIVER"	"Groundwater Basin"	17.5689055437	"5-87"	12	249	358.666666666667	206.357735865451	93	67.7978278010841	977.739874263019	-110.393483403252	4	4	219	133.718610023686	620.155830071059	44.7568690775076	"different"	"shallower"	"yes"
"5-88"	"STONY GORGE RESERVOIR"	"Groundwater Basin"	4.31206554297	"5-88"	2	2	150	14.142135623731	150	14.142135623731	600	-300	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-89"	"SQUAW FLAT"	"Groundwater Basin"	5.23829112988	"5-89"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5-9"	"INDIAN VALLEY"	"Groundwater Basin"	119.030256877	"5-9"	63	938	264.761904761905	143.784192487271	85.1904761904762	54.6955966685699	696.114482223718	-78.8963138152335	7	11	325	170.440605490593	836.321816471779	18.2986182678412	"different"	"deeper"	"no"
"5-90"	"FUNKS CREEK"	"Groundwater Basin"	12.1967678027	"5-90"	3	3	58.6666666666667	35.7957166897568	58.6666666666667	35.7957166897568	166.053816735937	-48.7204834026037	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-91"	"ANTELOPE CREEK"	"Groundwater Basin"	8.25923577539	"5-91"	2	9	120	56.5685424949238	54	36.7695526217005	570	-396	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-92"	"BLANCHARD VALLEY"	"Groundwater Basin"	8.99566398633	"5-92"	8	8	115.375	36.6798407069294	115.375	36.6798407069294	225.414522120788	5.33547787921182	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-93"	"NORTH FORK CACHE CREEK"	"Groundwater Basin"	14.0698032783	"5-93"	NA	NA	NA	NA	NA	NA	NA	NA	1	1	200	NA	650	NA	NA	NA	NA
"5-94"	"MIDDLE CREEK"	"Groundwater Basin"	2.85403394141	"5-94"	7	58	218.428571428571	87.2044669017536	49.1428571428571	19.7604704011871	480.041972133832	-10.1385540607041	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"5-95"	"MEADOW VALLEY"	"Groundwater Basin"	23.2088841641	"5-95"	12	332	227.916666666667	182.595657786335	81.6666666666667	44.6935694649147	775.703640025671	-52.4140417280773	2	3	118	53.7401153701776	568	30.9150967279813	"different"	"shallower"	"yes"
"6-1"	"SURPRISE VALLEY"	"Groundwater Basin"	923.968930824	"6-1"	91	248	287.538461538462	155.358031490869	224.868131868132	154.318300836738	753.61255601107	-238.086770642082	1	1	400	NA	850	12.021288262882	"different"	"deeper"	"no"
"6-10"	"ADOBE LAKE VALLEY"	"Groundwater Basin"	161.33250717	"6-10"	6	7	208.5	79.7966164696223	208.5	79.7966164696223	447.889849408867	-30.889849408867	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-100"	"SECRET VALLEY"	"Groundwater Basin"	136.232102056	"6-100"	9	14	375.888888888889	207.057627512514	322.555555555556	235.076110606284	997.061771426432	-382.672776263296	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-101"	"BULL FLAT"	"Groundwater Basin"	73.4022543876	"6-101"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-104"	"LONG VALLEY"	"Groundwater Basin"	189.391109284	"6-104"	23	81	273.695652173913	141.69860292588	170.086956521739	119.071755693584	698.791460951554	-187.128310559013	2	6	175	35.3553390593274	625	11.1485023326123	"different"	"shallower"	"yes"
"6-105"	"SLINKARD VALLEY"	"Groundwater Basin"	18.256404491	"6-105"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-106"	"LITTLE ANTELOPE VALLEY"	"Groundwater Basin"	10.0673096658	"6-106"	4	99	462.5	209.145085208012	52	25.086516962969	1089.93525562404	-23.2595508889071	1	3	250	NA	700	43.5697609060268	"different"	"shallower"	"yes"
"6-107"	"SWEETWATER FLAT"	"Groundwater Basin"	19.1724615972	"6-107"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-11"	"LONG VALLEY"	"Groundwater Basin"	290.741115841	"6-11"	24	146	277.916666666667	181.361257707101	181.375	135.249789037849	822.000439787969	-224.374367113546	7	10	272	106.099010362962	590.297031088887	32.8122670297248	"different"	"shallower"	"yes"
"6-12"	"OWENS VALLEY"	"Groundwater Basin"	2674.97381004	"6-12"	162	1028	286.611111111111	152.123693132997	189.679012345679	119.539003449093	742.982190510103	-168.937998001601	66	109	366.909090909091	199.536750212372	965.519341546208	26.0505649963643	"different"	"deeper"	"no"
"6-13"	"BLACK SPRINGS VALLEY"	"Groundwater Basin"	124.509645151	"6-13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-14"	"FISH LAKE VALLEY"	"Groundwater Basin"	194.785320674	"6-14"	3	4	313.666666666667	223.450964046552	216	58.6600375042499	984.019558806322	40.0198874872504	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-15"	"DEEP SPRINGS VALLEY"	"Groundwater Basin"	121.124052622	"6-15"	2	4	282	31.1126983722081	282	31.1126983722081	732	-168	1	2	360	NA	810	10.1167315175097	"different"	"deeper"	"no"
"6-16"	"EUREKA VALLEY"	"Groundwater Basin"	521.072353258	"6-16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-17"	"SALINE VALLEY"	"Groundwater Basin"	591.581131347	"6-17"	2	2	190	164.048773235279	190	164.048773235279	640	-260	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-18"	"DEATH VALLEY"	"Groundwater Basin"	3725.219418	"6-18"	1	1	294	NA	294	NA	744	-156	1	1	310	NA	760	2.12765957446809	"same"	"deeper"	"yes"
"6-19"	"WINGATE VALLEY"	"Groundwater Basin"	288.482318066	"6-19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-2"	"MADELINE PLAINS"	"Groundwater Basin"	631.703578513	"6-2"	62	112	206.91935483871	130.209200952512	177.354838709677	121.198941830336	597.546957696246	-186.241986781331	3	3	291	194.352772040946	874.058316122839	37.579555244321	"different"	"deeper"	"no"
"6-20"	"MIDDLE AMARGOSA VALLEY"	"Groundwater Basin"	1577.20103135	"6-20"	6	33	252.5	150.391156654904	172.833333333333	118.15314920334	703.673469964713	-181.626114276686	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-21"	"LOWER KINGSTON VALLEY"	"Groundwater Basin"	970.196517398	"6-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-22"	"UPPER KINGSTON VALLEY"	"Groundwater Basin"	715.278163094	"6-22"	3	5	250.666666666667	132.670016708122	212.333333333333	102.256214155098	648.676716791032	-94.4353091319616	1	1	352	NA	802	21.1381738514597	"different"	"deeper"	"no"
"6-23"	"RIGGS VALLEY"	"Groundwater Basin"	354.16003299	"6-23"	1	1	80	NA	80	NA	530	-370	1	1	340	NA	790	39.3939393939394	"different"	"deeper"	"no"
"6-24"	"RED PASS VALLEY"	"Groundwater Basin"	389.775584488	"6-24"	1	1	280	NA	280	NA	730	-170	1	1	740	NA	1190	47.9166666666667	"different"	"deeper"	"no"
"6-25"	"BICYCLE VALLEY"	"Groundwater Basin"	362.027187783	"6-25"	NA	NA	NA	NA	NA	NA	NA	NA	4	4	543.25	205.56973674806	1159.95921024418	NA	NA	NA	NA
"6-26"	"AVAWATZ VALLEY"	"Groundwater Basin"	111.742207576	"6-26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-27"	"LEACH VALLEY"	"Groundwater Basin"	247.568707447	"6-27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-28"	"PAHRUMP VALLEY"	"Groundwater Basin"	375.955711344	"6-28"	7	28	245.714285714286	60.1684144318104	216.714285714286	67.962524687542	426.219529009717	12.8267116516596	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-29"	"MESQUITE VALLEY"	"Groundwater Basin"	356.634975723	"6-29"	7	12	256.714285714286	222.539670085818	159.571428571429	115.90780408419	924.33329597174	-188.151983681142	6	13	392.5	156.516772264189	862.050316792567	6.97307999627184	"same"	"shallower"	"yes"
"6-3"	"WILLOW CREEK VALLEY"	"Groundwater Basin"	47.332141064	"6-3"	11	45	322.636363636364	154.266829051013	210.181818181818	136.402212725321	785.436850789403	-199.024819994144	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-30"	"IVANPAH VALLEY"	"Groundwater Basin"	801.184807699	"6-30"	4	6	667.75	195.124532884344	627.75	174.261058950836	1253.12359865303	104.966823147493	8	11	622.625	138.767984677405	1038.92895403222	18.6902036229384	"different"	"shallower"	"yes"
"6-31"	"KELSO VALLEY"	"Groundwater Basin"	1030.6801727	"6-31"	7	10	466.571428571429	102.740542375535	412.285714285714	64.4197544384078	774.793055698033	219.026450970491	1	1	300	NA	750	3.25198958709617	"same"	"shallower"	"yes"
"6-32"	"BROADWELL VALLEY"	"Groundwater Basin"	371.820643568	"6-32"	NA	NA	NA	NA	NA	NA	NA	NA	1	1	720	NA	1170	NA	NA	NA	NA
"6-33"	"SODA LAKE VALLEY"	"Groundwater Basin"	1538.03610673	"6-33"	6	9	241.5	99.5384347877743	216	96.55671908262	540.115304363323	-73.6701572478601	2	6	310	183.847763108502	760	33.8254145457285	"different"	"deeper"	"no"
"6-34"	"SILVER LAKE VALLEY"	"Groundwater Basin"	142.457974203	"6-34"	2	4	202.5	173.241161390704	141	86.2670273047588	652.5	-309	2	6	390	70.7106781186548	840	25.1256281407035	"different"	"deeper"	"no"
"6-35"	"CRONISE VALLEY"	"Groundwater Basin"	511.117623309	"6-35"	1	1	160	NA	160	NA	610	-290	1	1	850	NA	1300	72.2513089005236	"different"	"deeper"	"no"
"6-36"	"LANGFORD VALLEY"	"Groundwater Basin"	120.566004889	"6-36"	2	3	726.5	33.2340187157677	726.5	33.2340187157677	1176.5	276.5	5	11	520	121.037184369102	883.111553107306	28.4896874315997	"different"	"shallower"	"yes"
"6-37"	"COYOTE LAKE VALLEY"	"Groundwater Basin"	356.53575133	"6-37"	14	30	285.071428571429	114.08193026587	246.785714285714	115.801008745061	627.317219369038	-100.617311949468	5	10	409.4	248.660008847422	1155.38002654227	59.2431281738235	"different"	"deeper"	"no"
"6-38"	"CAVES CANYON VALLEY"	"Groundwater Basin"	295.268090123	"6-38"	9	18	336.555555555556	70.5374211165802	287.555555555556	111.254338242505	548.167818905296	-46.2074591719604	4	6	376.25	151.403159368181	830.459478104542	40.9525706928217	"different"	"deeper"	"no"
"6-4"	"HONEY LAKE VALLEY"	"Groundwater Basin"	1260.92524193	"6-4"	237	2233	291.253164556962	170.918912409307	130.362869198312	103.998916088895	804.009901784884	-181.633879068373	22	29	328.5	206.081063569423	946.743190708271	16.3053590521012	"different"	"deeper"	"no"
"6-40"	"LOWER MOJAVE RIVER VALLEY"	"Groundwater Basin"	1155.32360032	"6-40"	182	1704	273.307692307692	87.7185595319362	154.972527472527	72.8989637073031	536.463370903501	-63.7243636493817	75	176	304.093333333333	113.354880834523	644.157975836904	18.2437163669348	"different"	"deeper"	"no"
"6-41"	"MIDDLE MOJAVE RIVER VALLEY"	"Groundwater Basin"	855.18382513	"6-41"	75	372	312.8	145.677540979885	231.986666666667	157.427932317851	749.832622939654	-240.297130286886	26	53	331.076923076923	141.482698045216	755.525017212572	0.756284635768364	"same"	"deeper"	"yes"
"6-42"	"UPPER MOJAVE RIVER VALLEY"	"Groundwater Basin"	1670.70939405	"6-42"	310	2541	425.512903225806	209.402845283686	277.870967741935	210.293929286733	1053.72143907686	-353.010820118263	184	434	509.815217391304	291.37844354515	1383.95054802675	27.0938100529481	"different"	"deeper"	"no"
"6-43"	"EL MIRAGE VALLEY"	"Groundwater Basin"	307.133569844	"6-43"	69	250	411.202898550725	198.324865673511	302.260869565217	188.81010162516	1006.17749557126	-264.169435310263	20	34	554.95	368.288284535791	1659.81485360737	49.0352013378806	"different"	"deeper"	"no"
"6-44"	"ANTELOPE VALLEY"	"Groundwater Basin"	4088.41582005	"6-44"	667	2607	448.115442278861	179.414086907906	321.178410794603	169.322868767219	986.35770300258	-186.790195507053	126	264	616.301587301587	293.953336972827	1498.16159822007	41.1994300036732	"different"	"deeper"	"no"
"6-45"	"TEHACHAPI VALLEY EAST"	"Groundwater Basin"	96.9923673145	"6-45"	37	252	480.432432432432	148.239209939082	276.918918918919	131.552984335923	925.15006224968	-117.740034088851	4	5	318	157.869144124704	791.607432374113	15.5575415041169	"different"	"shallower"	"yes"
"6-46"	"FREMONT VALLEY"	"Groundwater Basin"	1356.64384406	"6-46"	87	411	424.586206896552	139.291358663184	349.67816091954	163.427709233825	842.460282886104	-140.604966781935	12	16	500.5	177.721181016271	1033.66354304881	20.382797501911	"different"	"deeper"	"no"
"6-47"	"HARPER VALLEY"	"Groundwater Basin"	1657.19413054	"6-47"	81	597	303.246913580247	133.702704802876	217.345679012346	154.659558425419	704.355027988874	-246.632996263912	26	54	302.307692307692	185.929399338732	860.095890323887	19.9099710335403	"different"	"deeper"	"no"
"6-48"	"GOLDSTONE VALLEY"	"Groundwater Basin"	113.678178549	"6-48"	NA	NA	NA	NA	NA	NA	NA	NA	1	1	400	NA	850	NA	NA	NA	NA
"6-49"	"SUPERIOR VALLEY"	"Groundwater Basin"	486.915818598	"6-49"	2	2	565	49.4974746830583	565	49.4974746830583	1015	115	1	1	211	NA	661	42.2434367541766	"different"	"shallower"	"yes"
"6-5"	"TAHOE VALLEY"	"Groundwater Basin"	92.6712400851	"6-5"	54	458	209.740740740741	124.874908757431	109.5	100.716068306375	584.365467013035	-192.648204919124	31	66	414.677419354839	252.882500659466	1173.32492133324	67.0151533199572	"different"	"deeper"	"no"
"6-50"	"CUDDEBACK VALLEY"	"Groundwater Basin"	384.054845226	"6-50"	3	4	334.333333333333	105.623545354875	334.333333333333	105.623545354875	651.203969397958	17.4626972687083	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-51"	"PILOT KNOB VALLEY"	"Groundwater Basin"	560.914801136	"6-51"	1	1	620	NA	620	NA	1070	170	1	1	540	NA	990	7.76699029126214	"same"	"shallower"	"yes"
"6-52"	"SEARLES VALLEY"	"Groundwater Basin"	797.2761018	"6-52"	8	11	349.5	194.468506447702	303.875	205.781741172535	932.905519343107	-313.470223517604	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-53"	"SALT WELLS VALLEY"	"Groundwater Basin"	119.276806712	"6-53"	1	2	300	NA	200	NA	750	-250	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"6-54"	"INDIAN WELLS VALLEY"	"Groundwater Basin"	1544.71965385	"6-54"	108	1050	424.055555555556	162.49789838085	328.805555555556	150.530181923035	911.549250698106	-122.784990213549	22	47	595.318181818182	319.782126181418	1554.66456036244	52.1540595369362	"different"	"deeper"	"no"
"6-55"	"COSO VALLEY"	"Groundwater Basin"	103.444469681	"6-55"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6-56"	"ROSE VALLEY"	"Groundwater Basin"	172.091488313	"6-56"	3	6	330	185.202591774521	267.666666666667	134.448255226066	885.607775323564	-135.678099011531	2	2	286	96.1665222413705	736	18.4517831747214	"different"	"shallower"	"yes"
"6-57"	"DARWIN VALLEY"	"Groundwater Basin"	178.713155963	"6-57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
